Region	Plot_ID	ID	Bias	GPS_N	GPS_E	Jan_tmean_	Feb_tmean_	Mar_tmean_	Apr_tmean_	May_tmean_	Jun_tmean_	Jul_tmean_	Aug_tmean_	Sep_tmean_	Oct_tmean_	Nov_tmean_	Dec_tmean_	WI	Annual_tme	Spr_tmean_	Sum_tmean_	Aut_tmean_	Win_tmean_	Jan_prec	Feb_prec	Mar_prec	Apr_prec	May_prec	Jun_prec	Jul_prec	Aug_prec	Sep_prec	Oct_prec	Nov_prec	Dec_prec	Total_prec	Spr_prec	Sum_prec	Aut_prec	Win_prec	Fog_full	Fog_Nov	Fog_Dec	Fog_Jun	Fog_Oct	Fog_Sep	Fog_Aug	Fog_Jul	Fog_May	Fog_Apr	Fog_Mar	Fog_Feb	Fog_Jan	Fog_winter	Fog_spring	Fog_summer	Fpg_autumn	elevation
TSS	TSS02A4	2	5	24.52477	121.36534	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2042
TSS	TSS02A5	2	5	24.52477	121.36534	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2042
TSS	TSS03	3	5	24.52513	121.36528	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2054
TSS	TSS03A1	3	3	24.52513	121.36528	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2054
TSS	TSS03A2	3	4	24.52513	121.36528	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2054
TSS	TSS03A3	3	4	24.52513	121.36528	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2054
TSS	TSS03A4	3	4	24.52513	121.36528	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2054
TSS	TSS03A5	3	3	24.52513	121.36528	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.09837	0.12654	0.13154	0.07619	0.08955	0.05049	0.03512	0.03824	0.08524	0.12618	0.12014	0.10432	0.16554	0.1338	0.11052	0.04985	0.08886	2054
TSS	TSS04	4	4	24.52554	121.36567	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2047
TSS	TSS04A1	4	3	24.52554	121.36567	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2047
TSS	TSS04A2	4	5	24.52554	121.36567	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2047
TSS	TSS04A3	4	5	24.52554	121.36567	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2047
TSS	TSS04A4	4	4	24.52554	121.36567	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2047
TSS	TSS04A5	4	5	24.52554	121.36567	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2047
TSS	TSS05	5	4	24.52591	121.36591	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.15189	0.21164	0.20347	0.10162	0.20436	0.09709	0.07113	0.05545	0.15756	0.17524	0.15306	0.14733	0.19899	0.183263333	0.161953333	0.076066667	0.17103	2040
TSS	TSS05A1	5	5	24.52591	121.36591	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.15189	0.21164	0.20347	0.10162	0.20436	0.09709	0.07113	0.05545	0.15756	0.17524	0.15306	0.14733	0.19899	0.183263333	0.161953333	0.076066667	0.17103	2040
TSS	TSS05A2	5	4	24.52591	121.36591	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.15189	0.21164	0.20347	0.10162	0.20436	0.09709	0.07113	0.05545	0.15756	0.17524	0.15306	0.14733	0.19899	0.183263333	0.161953333	0.076066667	0.17103	2040
TSS	TSS05A3	5	5	24.52591	121.36591	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.15189	0.21164	0.20347	0.10162	0.20436	0.09709	0.07113	0.05545	0.15756	0.17524	0.15306	0.14733	0.19899	0.183263333	0.161953333	0.076066667	0.17103	2040
TSS	TSS05A4	5	4	24.52591	121.36591	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.15189	0.21164	0.20347	0.10162	0.20436	0.09709	0.07113	0.05545	0.15756	0.17524	0.15306	0.14733	0.19899	0.183263333	0.161953333	0.076066667	0.17103	2040
TSS	TSS05A5	5	3	24.52591	121.36591	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.15189	0.21164	0.20347	0.10162	0.20436	0.09709	0.07113	0.05545	0.15756	0.17524	0.15306	0.14733	0.19899	0.183263333	0.161953333	0.076066667	0.17103	2040
TSS	TSS06	6	4	24.52518	121.36583	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2029
TSS	TSS06A1	6	5	24.52518	121.36583	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2029
TSS	TSS06A2	6	5	24.52518	121.36583	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2029
TSS	TSS06A3	6	5	24.52518	121.36583	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2029
TSS	TSS06A4	6	5	24.52518	121.36583	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2029
TSS	TSS06A5	6	5	24.52518	121.36583	6.792166257	7.979136805	10.46155787	13.16997795	15.46271977	17.07529697	17.7281289	17.28350672	16.14807096	13.83178368	11.25509044	7.845331504	95.03276782	12.91939732	13.03141853	17.36231086	13.74498169	7.538878189	67.11226034	97.72153373	102.594615	121.3602345	153.9465936	189.4332525	223.1002178	311.6411626	351.0602894	197.5101375	71.68409399	65.69963901	1952.86403	377.901443	724.1746329	620.2545209	230.5334331	0.1531	0.20495	0.20253	0.1106	0.19142	0.09589	0.06029	0.05556	0.16667	0.18526	0.1453	0.1685	0.20707	0.1927	0.165743333	0.075483333	0.164086667	2029
WDY	WDY01	7	5	24.58528	121.40414	7.43376396	8.601140764	11.07652442	13.89962507	16.20202782	17.90602233	18.49383922	18.09176554	16.84493423	14.38009741	11.88334915	8.477230156	103.2903201	13.60752667	13.7260591	18.1638757	14.36946026	8.170711627	61.73340824	91.95382187	95.34972856	113.7554004	160.856375	226.4648153	245.3010601	365.9286068	413.6664143	244.2795631	88.31155603	70.75583469	2178.356584	369.9615039	837.6944822	746.2575334	224.4430648	0.31505	0.40845	0.43109	0.23624	0.43456	0.26772	0.15496	0.15251	0.30544	0.31429	0.30139	0.32282	0.36968	0.37453	0.30704	0.181236667	0.370243333	1921
WDY	WDY01A1	7	5	24.58528	121.40414	7.43376396	8.601140764	11.07652442	13.89962507	16.20202782	17.90602233	18.49383922	18.09176554	16.84493423	14.38009741	11.88334915	8.477230156	103.2903201	13.60752667	13.7260591	18.1638757	14.36946026	8.170711627	61.73340824	91.95382187	95.34972856	113.7554004	160.856375	226.4648153	245.3010601	365.9286068	413.6664143	244.2795631	88.31155603	70.75583469	2178.356584	369.9615039	837.6944822	746.2575334	224.4430648	0.31505	0.40845	0.43109	0.23624	0.43456	0.26772	0.15496	0.15251	0.30544	0.31429	0.30139	0.32282	0.36968	0.37453	0.30704	0.181236667	0.370243333	1921
WDY	WDY01A2	7	5	24.58528	121.40414	7.43376396	8.601140764	11.07652442	13.89962507	16.20202782	17.90602233	18.49383922	18.09176554	16.84493423	14.38009741	11.88334915	8.477230156	103.2903201	13.60752667	13.7260591	18.1638757	14.36946026	8.170711627	61.73340824	91.95382187	95.34972856	113.7554004	160.856375	226.4648153	245.3010601	365.9286068	413.6664143	244.2795631	88.31155603	70.75583469	2178.356584	369.9615039	837.6944822	746.2575334	224.4430648	0.31505	0.40845	0.43109	0.23624	0.43456	0.26772	0.15496	0.15251	0.30544	0.31429	0.30139	0.32282	0.36968	0.37453	0.30704	0.181236667	0.370243333	1921
WDY	WDY01A3	7	4	24.58528	121.40414	7.43376396	8.601140764	11.07652442	13.89962507	16.20202782	17.90602233	18.49383922	18.09176554	16.84493423	14.38009741	11.88334915	8.477230156	103.2903201	13.60752667	13.7260591	18.1638757	14.36946026	8.170711627	61.73340824	91.95382187	95.34972856	113.7554004	160.856375	226.4648153	245.3010601	365.9286068	413.6664143	244.2795631	88.31155603	70.75583469	2178.356584	369.9615039	837.6944822	746.2575334	224.4430648	0.31505	0.40845	0.43109	0.23624	0.43456	0.26772	0.15496	0.15251	0.30544	0.31429	0.30139	0.32282	0.36968	0.37453	0.30704	0.181236667	0.370243333	1921
