Plot_ID	ID	Region	WGS84_E	WGS84_N	elev	bias	Spr_Wet	Sum_Wet	Aut_Wet	Win_Wet	Spr_Dry	Sum_Dry	Aut_Dry	Win_Dry	Froz	OpenSkyRatio	Cloud_Mask	Fog_1	Fog_2	Fog_3	Fog_4	Fog_5	Fog_6	Fog_7	Fog_8	Fog_9	Fog_10	Fog_11	Fog_12	Fog_year	Jan_tmean_	Feb_tmean_	Mar_tmean_	Apr_tmean_	May_tmean_	Jun_tmean_	Jul_tmean_	Aug_tmean_	Sep_tmean_	Oct_tmean_	Nov_tmean_	Dec_tmean_	WI	Annual_tme	Spr_tmean_	Sum_tmean_	Aut_tmean_	Win_tmean_	Jan_prec	Feb_prec	Mar_prec	Apr_prec	May_prec	Jun_prec	Jul_prec	Aug_prec	Sep_prec	Oct_prec	Nov_prec	Dec_prec	Total_prec	Spr_prec	Sum_prec	Aut_prec	Win_prec	WPR	SPR	Jan_def	Feb_def	Mar_def	Apr_def	May_def	Jun_def	Jul_def	Aug_def	Sep_def	Oct_def	Nov_def	Dec_def	Spr_def	Sum_def	Aut_def	Win_def	Total_def
DLS_03	21	DLS	121.378083	24.636953	1987	6	16	12	15.7	19	0.7	1	1	0.3	0.7	0.472112562	0.334853	0.278787	0.237924	0.286383	0.32207	0.244875	0.191862	0.122856	0.122868	0.146537	0.242328	0.230672	0.268665	0.227801	6.916519452	8.086989879	10.59924583	13.37030708	15.63349915	17.32334853	17.88975485	17.49063128	16.24238386	13.78768284	11.31044352	7.929935688	96.58074196	13.04839516	13.20101736	17.56791155	13.78017007	7.644481673	63.20442443	93.71434698	98.9899392	115.1922886	161.0526609	230.967414	243.3745443	370.4677341	406.6088653	229.6826191	83.28209633	67.55336131	2164.090295	375.2348887	844.8096924	719.5735808	224.4721327	0.103725863	0.173391512	49.37138553	77.54036722	77.79144754	88.4516744	129.7856626	196.320717	207.5950346	335.4864715	374.1240976	202.1072534	60.6612093	51.69348994	296.0287845	739.4022231	636.8925604	178.6052427	1850.928811
DLS_04	23	DLS	121.380995	24.63532	1942	5	16	12	15.7	19	0.7	1	1	0.3	0.7	0.471549319	0.341947	0.306122	0.252624	0.277919	0.333917	0.258868	0.202265	0.116157	0.106897	0.144394	0.26259	0.2569	0.294405	0.237999	6.916519452	8.086989879	10.59924583	13.37030708	15.63349915	17.32334853	17.88975485	17.49063128	16.24238386	13.78768284	11.31044352	7.929935688	96.58074196	13.04839516	13.20101736	17.56791155	13.78017007	7.644481673	63.20442443	93.71434698	98.9899392	115.1922886	161.0526609	230.967414	243.3745443	370.4677341	406.6088653	229.6826191	83.28209633	67.55336131	2164.090295	375.2348887	844.8096924	719.5735808	224.4721327	0.103725863	0.173391512	49.37138553	77.54036722	77.79144754	88.4516744	129.7856626	196.320717	207.5950346	335.4864715	374.1240976	202.1072534	60.6612093	51.69348994	296.0287845	739.4022231	636.8925604	178.6052427	1850.928811
LLS_01	24	LLS	121.438305	24.726937	1948	11	10.7	3	10.3	16.3	0.3	1.3	1	0	2	0.47417332	0.384834	0.350494	0.281572	0.291663	0.320371	0.266071	0.209203	0.155246	0.128061	0.226708	0.327233	0.332773	0.371553	0.277393	7.19699235	7.930770522	10.26404282	13.56293319	16.4385427	18.59799951	19.42769946	19.05224496	17.52760871	14.61341627	12.06691853	8.472138758	105.1513078	13.76260898	13.42183957	19.02598131	14.73598117	7.866633877	76.97920599	119.0869218	121.719701	138.7974909	191.2668392	269.9656988	235.1538251	420.9463961	442.6339755	244.6010058	93.54636779	75.53427032	2430.231698	451.784031	926.06592	780.7813491	271.6003981	0.111759055	0.185901629	62.58522129	103.2253807	101.1916154	111.6716245	158.3897538	232.7696998	196.2984262	382.8419062	407.5787581	215.3741732	69.41253073	58.5899928	371.2529936	811.9100322	692.3654621	224.4005948	2099.929083
LLS_02	26	LLS	121.437874	24.726855	1948	11	10.7	3	10.3	16.3	0.3	1.3	1	0	2	0.467524029	0.383477	0.34559	0.276339	0.287897	0.316761	0.261755	0.209776	0.154408	0.129135	0.22267	0.324084	0.324443	0.365792	0.273676	7.19699235	7.930770522	10.26404282	13.56293319	16.4385427	18.59799951	19.42769946	19.05224496	17.52760871	14.61341627	12.06691853	8.472138758	105.1513078	13.76260898	13.42183957	19.02598131	14.73598117	7.866633877	76.97920599	119.0869218	121.719701	138.7974909	191.2668392	269.9656988	235.1538251	420.9463961	442.6339755	244.6010058	93.54636779	75.53427032	2430.231698	451.784031	926.06592	780.7813491	271.6003981	0.111759055	0.185901629	62.58522129	103.2253807	101.1916154	111.6716245	158.3897538	232.7696998	196.2984262	382.8419062	407.5787581	215.3741732	69.41253073	58.5899928	371.2529936	811.9100322	692.3654621	224.4005948	2099.929083
LLS_03	28	LLS	121.437684	24.727348	1928	5	10.7	3	10.3	16.3	0.3	1.3	1	0	2	0.478060039	0.383445	0.345791	0.276319	0.289803	0.319399	0.262787	0.216524	0.154432	0.130523	0.222633	0.323157	0.323227	0.367533	0.27467	7.19699235	7.930770522	10.26404282	13.56293319	16.4385427	18.59799951	19.42769946	19.05224496	17.52760871	14.61341627	12.06691853	8.472138758	105.1513078	13.76260898	13.42183957	19.02598131	14.73598117	7.866633877	76.97920599	119.0869218	121.719701	138.7974909	191.2668392	269.9656988	235.1538251	420.9463961	442.6339755	244.6010058	93.54636779	75.53427032	2430.231698	451.784031	926.06592	780.7813491	271.6003981	0.111759055	0.185901629	62.58522129	103.2253807	101.1916154	111.6716245	158.3897538	232.7696998	196.2984262	382.8419062	407.5787581	215.3741732	69.41253073	58.5899928	371.2529936	811.9100322	692.3654621	224.4005948	2099.929083
LLS_04	30	LLS	121.437396	24.727751	1942	7	10.7	3	10.3	16.3	0.3	1.3	1	0	2	0.479623338	0.383023	0.340994	0.274209	0.288605	0.319273	0.260473	0.219673	0.151007	0.129667	0.220022	0.319897	0.320866	0.367582	0.272928	6.575722534	7.31132258	9.690135425	12.96692363	15.81898445	17.951603	18.72567885	18.35420943	16.86356789	13.97527238	11.43742625	7.84025909	97.5111055	13.12592546	12.82534783	18.34383043	14.09208884	7.242434734	73.99654032	116.7055647	119.2770579	135.846793	187.0141524	264.8487046	232.8314265	417.6195731	437.7239773	238.9457527	88.98699348	71.28978517	2385.086321	442.1380033	915.2997042	765.6567235	261.9918902	0.109845873	0.185376101	60.84509526	102.0829195	99.89678707	109.9129457	155.3761835	228.9454986	195.3800688	380.9111542	403.9968415	210.995208	66.11214099	55.60926699	365.1859163	805.2367217	681.1041905	218.5372818	2070.06411
LPP_01	32	LPP	121.441339	24.723357	1797	7	16.7	11.2	18.3	23.3	0.0	1.2	0.7	0.0	1.6	0.448873414	0.388234	0.336043	0.289734	0.290123	0.300763	0.233822	0.163269	0.132535	0.102681	0.199974	0.307324	0.31711	0.371605	0.260732	7.19699235	7.930770522	10.26404282	13.56293319	16.4385427	18.59799951	19.42769946	19.05224496	17.52760871	14.61341627	12.06691853	8.472138758	105.1513078	13.76260898	13.42183957	19.02598131	14.73598117	7.866633877	76.97920599	119.0869218	121.719701	138.7974909	191.2668392	269.9656988	235.1538251	420.9463961	442.6339755	244.6010058	93.54636779	75.53427032	2430.231698	451.784031	926.06592	780.7813491	271.6003981	0.111759055	0.185901629	62.58522129	103.2253807	101.1916154	111.6716245	158.3897538	232.7696998	196.2984262	382.8419062	407.5787581	215.3741732	69.41253073	58.5899928	371.2529936	811.9100322	692.3654621	224.4005948	2099.929083
LPP_02	34	LPP	121.440926	24.723524	1795	4	16.7	11.2	18.3	23.3	0.0	1.2	0.7	0.0	1.6	0.433068121	0.387377	0.330406	0.284887	0.28302	0.294675	0.230637	0.161695	0.129487	0.102102	0.196927	0.302257	0.312542	0.366178	0.256389	7.19699235	7.930770522	10.26404282	13.56293319	16.4385427	18.59799951	19.42769946	19.05224496	17.52760871	14.61341627	12.06691853	8.472138758	105.1513078	13.76260898	13.42183957	19.02598131	14.73598117	7.866633877	76.97920599	119.0869218	121.719701	138.7974909	191.2668392	269.9656988	235.1538251	420.9463961	442.6339755	244.6010058	93.54636779	75.53427032	2430.231698	451.784031	926.06592	780.7813491	271.6003981	0.111759055	0.185901629	62.58522129	103.2253807	101.1916154	111.6716245	158.3897538	232.7696998	196.2984262	382.8419062	407.5787581	215.3741732	69.41253073	58.5899928	371.2529936	811.9100322	692.3654621	224.4005948	2099.929083
LPP_03	36	LPP	121.441251	24.72392	1805	5	16.7	11.2	18.3	23.3	0.0	1.2	0.7	0.0	1.6	0.458669635	0.389212	0.341238	0.293077	0.293678	0.304835	0.242868	0.168382	0.134067	0.109162	0.206308	0.319964	0.329205	0.382066	0.267512	7.19699235	7.930770522	10.26404282	13.56293319	16.4385427	18.59799951	19.42769946	19.05224496	17.52760871	14.61341627	12.06691853	8.472138758	105.1513078	13.76260898	13.42183957	19.02598131	14.73598117	7.866633877	76.97920599	119.0869218	121.719701	138.7974909	191.2668392	269.9656988	235.1538251	420.9463961	442.6339755	244.6010058	93.54636779	75.53427032	2430.231698	451.784031	926.06592	780.7813491	271.6003981	0.111759055	0.185901629	62.58522129	103.2253807	101.1916154	111.6716245	158.3897538	232.7696998	196.2984262	382.8419062	407.5787581	215.3741732	69.41253073	58.5899928	371.2529936	811.9100322	692.3654621	224.4005948	2099.929083
LPP_04	38	LPP	121.441542	24.724215	1781	4	16.7	11.2	18.3	23.3	0.0	1.2	0.7	0.0	1.6	0.419726247	0.390709	0.346164	0.297377	0.298713	0.307251	0.244186	0.170755	0.131722	0.11	0.207809	0.324553	0.334558	0.38612	0.270501	7.19699235	7.930770522	10.26404282	13.56293319	16.4385427	18.59799951	19.42769946	19.05224496	17.52760871	14.61341627	12.06691853	8.472138758	105.1513078	13.76260898	13.42183957	19.02598131	14.73598117	7.866633877	76.97920599	119.0869218	121.719701	138.7974909	191.2668392	269.9656988	235.1538251	420.9463961	442.6339755	244.6010058	93.54636779	75.53427032	2430.231698	451.784031	926.06592	780.7813491	271.6003981	0.111759055	0.185901629	62.58522129	103.2253807	101.1916154	111.6716245	158.3897538	232.7696998	196.2984262	382.8419062	407.5787581	215.3741732	69.41253073	58.5899928	371.2529936	811.9100322	692.3654621	224.4005948	2099.929083
YYL_01	80	YYL	121.409026	24.578471	1701	6	27.3	18.7	22.7	30.0	0.0	0.0	0.0	0.0	1.0	0.304649701	0.378838	0.381926	0.301116	0.336301	0.299149	0.23701	0.169346	0.10267	0.108128	0.217986	0.359695	0.334025	0.38031	0.276629	7.95048083	9.068773955	11.49299529	14.38315417	16.77372125	18.54381331	19.19028318	18.78075254	17.4916428	14.97651987	12.45803994	9.029532435	110.1397096	14.17830913	14.21662357	18.83828301	14.97540087	8.682929073	62.28984191	91.84345202	94.25451732	112.7720545	161.3880037	223.6979285	245.3426792	366.6939828	418.7035094	251.7600543	90.80753805	72.76505795	2192.31862	368.4145756	835.7345904	761.2711018	226.8983519	0.103496978	0.168047916	46.38888025	73.70590411	71.26852673	84.00574617	127.8405612	186.6103019	206.9621128	329.1324777	383.7202238	221.8070146	65.89145817	54.70599308	283.1148341	722.7048924	671.4186965	174.8007774	1852.039201
YYL_02	82	YYL	121.409255	24.57827	1717	10	27.3	18.7	22.7	30.0	0.0	0.0	0.0	0.0	1.0	0.307798466	0.37898	0.381859	0.304823	0.338523	0.300068	0.239978	0.169048	0.103111	0.106994	0.220485	0.361115	0.335124	0.383143	0.278019	7.95048083	9.068773955	11.49299529	14.38315417	16.77372125	18.54381331	19.19028318	18.78075254	17.4916428	14.97651987	12.45803994	9.029532435	110.1397096	14.17830913	14.21662357	18.83828301	14.97540087	8.682929073	62.28984191	91.84345202	94.25451732	112.7720545	161.3880037	223.6979285	245.3426792	366.6939828	418.7035094	251.7600543	90.80753805	72.76505795	2192.31862	368.4145756	835.7345904	761.2711018	226.8983519	0.103496978	0.168047916	46.38888025	73.70590411	71.26852673	84.00574617	127.8405612	186.6103019	206.9621128	329.1324777	383.7202238	221.8070146	65.89145817	54.70599308	283.1148341	722.7048924	671.4186965	174.8007774	1852.039201
YYL_03	84	YYL	121.409505	24.578196	1734	11	27.3	18.7	22.7	30.0	0.0	0.0	0.0	0.0	1.0	0.30808686	0.379304	0.384716	0.310677	0.342013	0.302704	0.244089	0.17025	0.104638	0.108416	0.225191	0.365346	0.339462	0.388713	0.281566	7.95048083	9.068773955	11.49299529	14.38315417	16.77372125	18.54381331	19.19028318	18.78075254	17.4916428	14.97651987	12.45803994	9.029532435	110.1397096	14.17830913	14.21662357	18.83828301	14.97540087	8.682929073	62.28984191	91.84345202	94.25451732	112.7720545	161.3880037	223.6979285	245.3426792	366.6939828	418.7035094	251.7600543	90.80753805	72.76505795	2192.31862	368.4145756	835.7345904	761.2711018	226.8983519	0.103496978	0.168047916	46.38888025	73.70590411	71.26852673	84.00574617	127.8405612	186.6103019	206.9621128	329.1324777	383.7202238	221.8070146	65.89145817	54.70599308	283.1148341	722.7048924	671.4186965	174.8007774	1852.039201
YYL_04	86	YYL	121.40897	24.577841	1693	8	27.3	18.7	22.7	30.0	0.0	0.0	0.0	0.0	1.0	0.26952034	0.378019	0.369456	0.292842	0.331027	0.291868	0.233152	0.162314	0.0981225	0.0972017	0.209257	0.348125	0.320501	0.36947	0.267734	7.95048083	9.068773955	11.49299529	14.38315417	16.77372125	18.54381331	19.19028318	18.78075254	17.4916428	14.97651987	12.45803994	9.029532435	110.1397096	14.17830913	14.21662357	18.83828301	14.97540087	8.682929073	62.28984191	91.84345202	94.25451732	112.7720545	161.3880037	223.6979285	245.3426792	366.6939828	418.7035094	251.7600543	90.80753805	72.76505795	2192.31862	368.4145756	835.7345904	761.2711018	226.8983519	0.103496978	0.168047916	46.38888025	73.70590411	71.26852673	84.00574617	127.8405612	186.6103019	206.9621128	329.1324777	383.7202238	221.8070146	65.89145817	54.70599308	283.1148341	722.7048924	671.4186965	174.8007774	1852.039201
TMS_03	52	TMM	121.441263	24.703829	2020	4	11.7	4	11	13.7	0.7	1.3	1.7	0.7	3.6	0.475252263	0.353083	0.194943	0.160671	0.179252	0.192321	0.147096	0.159466	0.0843853	0.0957768	0.106906	0.118152	0.133475	0.170157	0.146031	7.354716184	8.186386875	10.61807453	13.85415606	16.62395943	18.71874145	19.46874716	19.0690387	17.54710463	14.65428465	12.14994628	8.578434809	106.8235908	13.9019659	13.69873001	19.0855091	14.78377852	8.039845956	76.83528986	117.3050757	119.1378623	137.3104642	186.3855682	262.5750986	232.7189577	411.5746704	434.306321	245.1791861	95.57201909	77.35025213	2396.250765	442.8338947	906.8687266	775.0575262	271.4906177	0.113298083	0.184802818	62.1258575	100.932302	97.9017132	109.6021521	153.1376494	225.1376156	193.7814634	373.436593	399.2121117	215.8706168	71.27212654	60.19338252	360.6415146	792.355672	686.3548551	223.251542	2062.603584
TMU_01	56	TMM	121.443654	24.702389	2047	7	12.3	7	9.3	9.7	0.7	1.3	2	0.3	0.9	0.431703214	0.358634	0.186003	0.168458	0.168215	0.188	0.164782	0.169001	0.0685298	0.0971603	0.092187	0.12878	0.137869	0.173006	0.145886	7.145439484	8.010513731	10.49962124	13.70454847	16.43176946	18.50322533	19.21745642	18.8089018	17.28221235	14.38899005	11.90287048	8.33848382	104.2340326	13.68616939	13.54531305	18.84319452	14.52469096	7.831479012	77.47244545	117.0267496	117.9312109	135.6299319	184.7379412	261.0541685	231.591421	410.3781577	436.3474976	251.0159131	99.12383236	79.70058146	2402.009851	438.299084	903.0237472	786.487243	274.1997765	0.11415431	0.18247181	63.18156648	101.0057221	96.93196842	108.220835	151.8744023	224.0477178	193.1565082	372.7603541	401.7830729	222.237933	75.31809139	63.02361382	357.0272057	789.9645801	699.3390973	227.2109024	2073.541785
TMU_02	58	TMM	121.443836	24.702429	2048	4	12.3	7	9.3	9.7	0.7	1.3	2	0.3	0.9	0.475200008	0.359064	0.184444	0.168645	0.166947	0.18734	0.165304	0.16884	0.0679126	0.0971478	0.0912902	0.128954	0.138341	0.173257	0.14559	7.145439484	8.010513731	10.49962124	13.70454847	16.43176946	18.50322533	19.21745642	18.8089018	17.28221235	14.38899005	11.90287048	8.33848382	104.2340326	13.68616939	13.54531305	18.84319452	14.52469096	7.831479012	77.47244545	117.0267496	117.9312109	135.6299319	184.7379412	261.0541685	231.591421	410.3781577	436.3474976	251.0159131	99.12383236	79.70058146	2402.009851	438.299084	903.0237472	786.487243	274.1997765	0.11415431	0.18247181	63.18156648	101.0057221	96.93196842	108.220835	151.8744023	224.0477178	193.1565082	372.7603541	401.7830729	222.237933	75.31809139	63.02361382	357.0272057	789.9645801	699.3390973	227.2109024	2073.541785
TMU_03	60	TMM	121.443959	24.702361	2047	9	12.3	7	9.3	9.7	0.7	1.3	2	0.3	0.9	0.46070969	0.359344	0.182202	0.168076	0.164822	0.185324	0.165076	0.167675	0.0661817	0.0967374	0.0897673	0.127028	0.137378	0.17174	0.144191	7.145439484	8.010513731	10.49962124	13.70454847	16.43176946	18.50322533	19.21745642	18.8089018	17.28221235	14.38899005	11.90287048	8.33848382	104.2340326	13.68616939	13.54531305	18.84319452	14.52469096	7.831479012	77.47244545	117.0267496	117.9312109	135.6299319	184.7379412	261.0541685	231.591421	410.3781577	436.3474976	251.0159131	99.12383236	79.70058146	2402.009851	438.299084	903.0237472	786.487243	274.1997765	0.11415431	0.18247181	63.18156648	101.0057221	96.93196842	108.220835	151.8744023	224.0477178	193.1565082	372.7603541	401.7830729	222.237933	75.31809139	63.02361382	357.0272057	789.9645801	699.3390973	227.2109024	2073.541785
